name,category,NORAD ID,Int'l Code,Perigee,Apogee,Inclination,Period,Semi major axis,RCS,Launch date,Source,Launch site
BADR B,Earth resources,27003,2001-056C,990.2 km,"1,021.4 km",99.5 &deg,105.1 minutes,7376 km,0.2948 m,2001,Pakistan (PAKI),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
MAROC TUBSAT,Earth resources,27004,2001-056D,990.9 km,"1,021.5 km",99.5 &deg,105.1 minutes,7377 km,0.3575 m,2001,Germany (GER),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
METEOR 3M,Earth resources,27001,2001-056A,"1,000.3 km","1,021.5 km",99.6 &deg,105.2 minutes,7381 km,7.1203 m,2001,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
DIRECTV 1 (DBS 1),Geostationary,22930,1993-078A,"36,134.8 km","36,180.5 km",8.4 &deg,"1,454.7 minutes",42528 km,12.1006 m,1993,United States (US),FRENCH GUIANA (FRGUI)
THAICOM 1,Geostationary,22931,1993-078B,"36,096.8 km","36,107.4 km",8.2 &deg,"1,451.9 minutes",42473 km,1 m,1993,Thailand (THAI),FRENCH GUIANA (FRGUI)
GALS 1,Geostationary,22963,1994-002A,"35,792.7 km","35,837.3 km",14.7 &deg,"1,437.2 minutes",42185 km,6.3096 m,1994,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
USA 99,Geostationary,22988,1994-009A,"35,820.1 km","35,836.7 km",14.1 &deg,"1,437.9 minutes",42199 km,Unknown,1994,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 702,Intelsat,23124,1994-034A,"36,103.3 km","36,240.8 km",6.5 &deg,"1,455.5 minutes",42543 km,25.1188 m,1994,International Telecommunications Satellite Organization (ITSO),FRENCH GUIANA (FRGUI)
INTELSAT 2 (PAS 2),Geostationary,23175,1994-040A,"36,061.5 km","36,137.4 km",8.5 &deg,"1,451.7 minutes",42470 km,6.3096 m,1994,United States (US),FRENCH GUIANA (FRGUI)
BS-3N,Geostationary,23176,1994-040B,"36,071.4 km","36,151.2 km",10.9 &deg,"1,452.4 minutes",42482 km,15.8489 m,1994,Japan (JPN),FRENCH GUIANA (FRGUI)
GALAXY 1R,Geostationary,23016,1994-013A,"36,068.9 km","36,114.0 km",10.2 &deg,"1,451.3 minutes",42462 km,8.3555 m,1994,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
APSTAR 1,Geostationary,23185,1994-043A,"36,007.3 km","36,087.4 km",11.1 &deg,"1,449.1 minutes",42418 km,25.1188 m,1994,People's Republic of China (PRC),"Xichang Space Center, China (XSC)"
DIRECTV 2 (DBS 2),Geostationary,23192,1994-047A,"36,205.1 km","36,312.6 km",9.8 &deg,"1,459.9 minutes",42629 km,13.739 m,1994,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
BRAZILSAT B1,Geostationary,23199,1994-049A,"36,064.6 km","36,099.0 km",9.6 &deg,"1,450.8 minutes",42452 km,9.9974 m,1994,Brazil (BRAZ),FRENCH GUIANA (FRGUI)
TURKSAT 1B,Geostationary,23200,1994-049B,"36,053.2 km","36,227.1 km",11.6 &deg,"1,453.8 minutes",42511 km,1 m,1994,Turkey (TURK),FRENCH GUIANA (FRGUI)
OPTUS B3,Geostationary,23227,1994-055A,"36,194.3 km","36,286.5 km",9.0 &deg,"1,459.0 minutes",42611 km,25.1785 m,1994,Australia (AUS),"Xichang Space Center, China (XSC)"
ETS 6,Geostationary,23230,1994-056A,"8,434.1 km","38,820.6 km",14.9 &deg,861.8 minutes,29998 km,36.5633 m,1994,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
ENVISAT,Earth resources,27386,2002-009A,771.4 km,773.3 km,98.1 &deg,100.1 minutes,7143 km,19.4975 m,2002,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
SPOT 5,Earth resources,27421,2002-021A,630.8 km,821.5 km,98.3 &deg,99.2 minutes,7097 km,7.59 m,2002,France (FR),FRENCH GUIANA (FRGUI)
AQUA,Earth resources,27424,2002-022A,707.7 km,711.6 km,98.2 &deg,98.8 minutes,7080 km,7.4174 m,2002,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
HAIYANG 1,Earth resources,27430,2002-024A,788.7 km,802.3 km,98.4 &deg,100.6 minutes,7166 km,1.302 m,2002,People's Republic of China (PRC),"Taiyaun Space Center, China (TSC)"
ALSAT 1,Disaster monitoring,27559,2002-054A,645.0 km,676.1 km,98.0 &deg,97.8 minutes,7031 km,0.322 m,2002,Algeria (ALG),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
ADEOS 2,Earth resources,27597,2002-056A,805.9 km,809.0 km,98.5 &deg,100.9 minutes,7178 km,19.0027 m,2002,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
MONITOR-E/SL-19,Earth resources,27840,2003-031A,698.7 km,839.6 km,98.3 &deg,100.1 minutes,7140 km,6.288 m,2003,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
IRS P6,Earth resources,28051,2003-046A,742.6 km,827.4 km,98.5 &deg,100.4 minutes,7155 km,5.9386 m,2003,India (IND),SRIHARIKOTA (SRI)
CBERS 2,Earth resources,28057,2003-049A,779.7 km,780.6 km,98.5 &deg,100.3 minutes,7151 km,2.2537 m,2003,China/Brazil (CHBZ),"Taiyaun Space Center, China (TSC)"
TANSUO 1,Earth resources,28220,2004-012A,565.8 km,581.9 km,97.9 &deg,96.0 minutes,6944 km,1.6951 m,2004,People's Republic of China (PRC),"Xichang Space Center, China (XSC)"
ROCSAT 2,Earth resources,28254,2004-018A,897.0 km,900.4 km,98.7 &deg,102.8 minutes,7269 km,3.1092 m,2004,Taiwan (Republic of China) (ROC),AIR FORCE WESTERN TEST RANGE (AFWTR)
AURA,Earth resources,28376,2004-026A,708.5 km,710.8 km,98.2 &deg,98.8 minutes,7080 km,9.8844 m,2004,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
TANSUO 2,Earth resources,28479,2004-046A,689.1 km,705.1 km,98.1 &deg,98.6 minutes,7068 km,1.44 m,2004,People's Republic of China (PRC),"Xichang Space Center, China (XSC)"
CARTOSAT-1,Earth resources,28649,2005-017A,623.5 km,626.2 km,97.8 &deg,97.1 minutes,6995 km,4.7551 m,2005,India (IND),SRIHARIKOTA (SRI)
COSMOS 2291,Geostationary,23267,1994-060A,"35,787.5 km","35,811.9 km",14.7 &deg,"1,436.4 minutes",42170 km,5.0118 m,1994,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
NSS 703 (INTELSAT 703),Intelsat,23305,1994-064A,"36,054.1 km","36,079.4 km",7.8 &deg,"1,450.1 minutes",42437 km,0.003 m,1994,SOCIETE EUROPEENNE DES SATELLITES (SES),AIR FORCE EASTERN TEST RANGE (AFETR)
SOLIDARIDAD 2,Geostationary,23313,1994-065A,"36,157.2 km","36,228.8 km",8.9 &deg,"1,456.5 minutes",42563 km,15.8489 m,1994,Mexico (MEX),FRENCH GUIANA (FRGUI)
EXPRESS 1,Geostationary,23319,1994-067A,"35,916.0 km","35,925.2 km",13.8 &deg,"1,442.6 minutes",42291 km,8.7707 m,1994,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
THAICOM 2,Geostationary,23314,1994-065B,"35,969.8 km","35,998.8 km",7.4 &deg,"1,445.8 minutes",42355 km,5.566 m,1994,Thailand (THAI),FRENCH GUIANA (FRGUI)
ELEKTRO (GOMS),Geostationary,23327,1994-069A,"35,781.0 km","35,801.5 km",15.1 &deg,"1,436.0 minutes",42162 km,0.003 m,1994,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ASTRA 1D,Geostationary,23331,1994-070A,"35,777.2 km","35,811.1 km",9.1 &deg,"1,436.1 minutes",42165 km,75.2376 m,1994,Luxembourg (LUXE),FRENCH GUIANA (FRGUI)
DFH-3 1,Geostationary,23415,1994-080A,"35,179.3 km","36,018.8 km",14.8 &deg,"1,426.2 minutes",41970 km,2.3849 m,1994,People's Republic of China (PRC),"Xichang Space Center, China (XSC)"
LUCH,Geostationary,23426,1994-082A,"35,797.2 km","35,839.7 km",14.8 &deg,"1,437.4 minutes",42189 km,10 m,1994,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
TELSTAR 11 (ORION 1),Geostationary,23413,1994-079A,"36,179.3 km","36,370.1 km",11.7 &deg,"1,460.7 minutes",42645 km,10.4526 m,1994,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
RADUGA 32,Raduga,23448,1994-087A,"35,786.1 km","35,805.2 km",14.8 &deg,"1,436.2 minutes",42166 km,3.107 m,1994,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
INTELSAT 704,Intelsat,23461,1995-001A,"36,068.5 km","36,134.0 km",8.0 &deg,"1,451.8 minutes",42472 km,12.6717 m,1995,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 705,Intelsat,23528,1995-013A,"36,072.6 km","36,251.3 km",7.7 &deg,"1,455.0 minutes",42532 km,12.1482 m,1995,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
BRAZILSAT B2,Geostationary,23536,1995-016A,"36,071.3 km","36,101.8 km",8.6 &deg,"1,451.1 minutes",42457 km,7.5458 m,1995,Brazil (BRAZ),FRENCH GUIANA (FRGUI)
HOT BIRD 1,Geostationary,23537,1995-016B,"36,028.4 km","36,097.2 km",10.4 &deg,"1,449.9 minutes",42433 km,7.9621 m,1995,European Telecommunications Satellite Organization (EUTE),FRENCH GUIANA (FRGUI)
MONITOR-E 1,Earth resources,28822,2005-032A,318.9 km,322.7 km,97.0 &deg,90.8 minutes,6691 km,2.7555 m,2005,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
TOPSAT,Earth resources,28891,2005-043B,683.4 km,708.1 km,98.0 &deg,98.5 minutes,7066 km,0.4813 m,2005,United Kingdom (UK),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SINAH 1,Earth resources,28893,2005-043D,683.9 km,706.8 km,98.0 &deg,98.5 minutes,7066 km,0.8773 m,2005,Iran (IRAN),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
ALOS,Earth resources,28931,2006-002A,690.7 km,692.5 km,97.8 &deg,98.4 minutes,7062 km,13.5 m,2006,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
RESURS DK-1,Earth resources,29228,2006-021A,563.3 km,569.1 km,69.9 &deg,95.8 minutes,6937 km,8.6688 m,2006,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
EROS B,Earth resources,29079,2006-014A,497.5 km,509.8 km,97.4 &deg,94.5 minutes,6874 km,0.66 m,2006,Israel (ISRA),"Svobodny, Russia (SVOB)"
KOMPSAT 2,Earth resources,29268,2006-031A,681.8 km,704.2 km,98.0 &deg,98.5 minutes,7063 km,2.225 m,2006,South Korea (SKOR),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
LAPAN-TUBSAT,Earth resources,29709,2007-001A,621.1 km,637.8 km,97.9 &deg,97.2 minutes,7000 km,0.3695 m,2007,Indonesia (INDO),SRIHARIKOTA (SRI)
CARTOSAT 2AT,Earth resources,29710,2007-001B,597.7 km,639.0 km,97.9 &deg,96.9 minutes,6989 km,2.3836 m,2007,India (IND),SRIHARIKOTA (SRI)
RADARSAT 2,Earth resources,32382,2007-061A,798.1 km,799.8 km,98.6 &deg,100.7 minutes,7169 km,11.699 m,2007,Canada (CA),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
TECSAR,Earth resources,32476,2008-002A,523.6 km,527.8 km,41.0 &deg,95.0 minutes,6896 km,Unknown,2008,Israel (ISRA),SRIHARIKOTA (SRI)
JASON 2,Earth resources,33105,2008-032A,"1,312.1 km","1,324.1 km",66.0 &deg,111.8 minutes,7689 km,2.972 m,2008,France (FR),AIR FORCE WESTERN TEST RANGE (AFWTR)
CARTOSAT 2A,Earth resources,32783,2008-021A,630.6 km,650.7 km,97.9 &deg,97.4 minutes,7011 km,2.3745 m,2008,India (IND),SRIHARIKOTA (SRI)
YAOGAN 6,Yaogan,34839,2009-021A,472.2 km,512.3 km,97.0 &deg,94.3 minutes,6863 km,3.6853 m,2009,People's Republic of China (PRC),"Taiyaun Space Center, China (TSC)"
GEOEYE 1,Earth resources,33331,2008-042A,679.5 km,693.3 km,98.1 &deg,98.3 minutes,7057 km,5.328 m,2008,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
AMSC 1,Geostationary,23553,1995-019A,"35,746.4 km","35,840.5 km",11.2 &deg,"1,436.1 minutes",42164 km,16.9728 m,1995,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 706,Intelsat,23571,1995-023A,"36,120.1 km","36,158.0 km",6.5 &deg,"1,453.8 minutes",42510 km,22.4876 m,1995,International Telecommunications Satellite Organization (ITSO),FRENCH GUIANA (FRGUI)
DIRECTV 3 (DBS/NIMIQ 3),Geostationary,23598,1995-029A,"36,108.8 km","36,196.5 km",8.2 &deg,"1,454.5 minutes",42523 km,31.8223 m,1995,United States (US),FRENCH GUIANA (FRGUI)
TDRS 7,Geostationary,23613,1995-035B,"35,655.7 km","35,932.5 km",14.2 &deg,"1,436.1 minutes",42165 km,19.9526 m,1995,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4 (PAS 4),Geostationary,23636,1995-040A,"36,596.7 km","36,801.5 km",7.7 &deg,"1,482.6 minutes",43070 km,31.6227 m,1995,International Telecommunications Satellite Organization (ITSO),FRENCH GUIANA (FRGUI)
KOREASAT 1,Geostationary,23639,1995-041A,"35,935.6 km","35,991.6 km",14.4 &deg,"1,444.8 minutes",42334 km,3.9811 m,1995,South Korea (SKOR),AIR FORCE EASTERN TEST RANGE (AFETR)
JCSAT 3,Geostationary,23649,1995-043A,"36,025.1 km","36,196.9 km",10.8 &deg,"1,452.3 minutes",42482 km,12.6041 m,1995,Japan (JPN),AIR FORCE EASTERN TEST RANGE (AFETR)
NSTAR A,Geostationary,23651,1995-044A,"36,018.8 km","36,214.4 km",10.6 &deg,"1,452.6 minutes",42487 km,15.8489 m,1995,Japan (JPN),FRENCH GUIANA (FRGUI)
COSMOS 2319,Geostationary,23653,1995-045A,"35,795.5 km","35,804.3 km",14.6 &deg,"1,436.4 minutes",42170 km,4.995 m,1995,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
TELSTAR 4 (TELSTAR 402R),Geostationary,23670,1995-049A,"35,767.0 km","35,812.2 km",11.8 &deg,"1,435.9 minutes",42160 km,15.6585 m,1995,United States (US),FRENCH GUIANA (FRGUI)
ASTRA 1E,Geostationary,23686,1995-055A,"36,158.7 km","36,268.1 km",7.3 &deg,"1,457.6 minutes",42584 km,60.6976 m,1995,SOCIETE EUROPEENNE DES SATELLITES (SES),FRENCH GUIANA (FRGUI)
LUCH 1,Geostationary,23680,1995-054A,"35,753.4 km","35,835.7 km",14.6 &deg,"1,436.1 minutes",42165 km,4.06 m,1995,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
USA 115,Geostationary,23712,1995-060A,"35,775.7 km","35,811.2 km",13.2 &deg,"1,436.1 minutes",42164 km,Unknown,1995,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
OCEANSAT 2,Earth resources,35931,2009-051A,728.0 km,732.0 km,98.3 &deg,99.3 minutes,7100 km,4.282 m,2009,India (IND),SRIHARIKOTA (SRI)
YAOGAN 8,Earth resources,36121,2009-072A,"1,234.3 km","1,265.5 km",100.2 &deg,110.3 minutes,7620 km,3.113 m,2009,People's Republic of China (PRC),"Taiyaun Space Center, China (TSC)"
YAOGAN 7,Yaogan,36110,2009-069A,636.1 km,667.7 km,98.3 &deg,97.6 minutes,7022 km,3.486 m,2009,People's Republic of China (PRC),"Jiuquan Satellite Launch Center, China (JSC)"
CARTOSAT 2B,Earth resources,36795,2010-035A,631.0 km,650.3 km,97.9 &deg,97.4 minutes,7011 km,2.326 m,2010,India (IND),SRIHARIKOTA (SRI)
TIANHUI 1,Earth resources,36985,2010-040A,489.6 km,509.5 km,97.7 &deg,94.5 minutes,6870 km,3.1542 m,2010,People's Republic of China (PRC),"Jiuquan Satellite Launch Center, China (JSC)"
ALSAT 2A,Earth resources,36798,2010-035D,678.0 km,680.0 km,98.0 &deg,98.2 minutes,7050 km,0.7832 m,2010,Algeria (ALG),SRIHARIKOTA (SRI)
RESOURCESAT 2,Earth resources,37387,2011-015A,823.1 km,830.8 km,98.7 &deg,101.3 minutes,7197 km,5.6004 m,2011,India (IND),SRIHARIKOTA (SRI)
HAIYANG 2A,Earth resources,37781,2011-043A,974.3 km,976.8 km,99.3 &deg,104.4 minutes,7346 km,5.2193 m,2011,People's Republic of China (PRC),"Taiyaun Space Center, China (TSC)"
SICH 2,Earth resources,37794,2011-044G,685.1 km,703.3 km,97.9 &deg,98.5 minutes,7065 km,1.0411 m,2011,Commonwealth of Independent States (former USSR) (CIS),"Orenburg, Russia (OREN)"
RISAT 1,Earth resources,38248,2012-017A,540.1 km,546.2 km,97.6 &deg,95.4 minutes,6914 km,3.0624 m,2012,India (IND),SRIHARIKOTA (SRI)
GALS 2,Geostationary,23717,1995-063A,"35,859.7 km","35,946.3 km",13.7 &deg,"1,441.7 minutes",42274 km,8.9125 m,1995,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
AMOS 5I (ASIASAT 2),Geostationary,23723,1995-064A,"36,013.2 km","36,118.7 km",7.0 &deg,"1,450.0 minutes",42436 km,19.9526 m,1995,Israel (ISRA),"Xichang Space Center, China (XSC)"
INSAT 2C,Geostationary,23731,1995-067B,"35,895.6 km","35,963.2 km",13.0 &deg,"1,443.0 minutes",42300 km,3.9811 m,1995,India (IND),FRENCH GUIANA (FRGUI)
TELECOM 2C,Geostationary,23730,1995-067A,"36,401.5 km","36,519.1 km",12.0 &deg,"1,470.3 minutes",42831 km,7.9433 m,1995,France (FR),FRENCH GUIANA (FRGUI)
GALAXY 3R,Geostationary,23741,1995-069A,"35,762.8 km","35,837.3 km",11.2 &deg,"1,436.4 minutes",42171 km,12.3125 m,1995,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
ECHOSTAR 1,Geostationary,23754,1995-073A,"36,148.8 km","36,199.2 km",3.2 &deg,"1,455.6 minutes",42544 km,30.9641 m,1995,United States (US),"Xichang Space Center, China (XSC)"
INTELSAT 3R (PAS 3R),Geostationary,23764,1996-002A,"36,079.5 km","36,176.2 km",7.8 &deg,"1,453.2 minutes",42498 km,17.1849 m,1996,United States (US),FRENCH GUIANA (FRGUI)
AFRICASAT 1 (MEASAT 1),Geostationary,23765,1996-002B,"36,103.0 km","36,167.8 km",9.1 &deg,"1,453.6 minutes",42506 km,0.003 m,1996,Malaysia (MALA),FRENCH GUIANA (FRGUI)
ABS-1A (KOREASAT 2),Geostationary,23768,1996-003A,"35,899.2 km","35,954.5 km",9.6 &deg,"1,442.9 minutes",42297 km,25.1188 m,1996,South Korea (SKOR),AIR FORCE EASTERN TEST RANGE (AFETR)
GORIZONT 31,Gorizont,23775,1996-005A,"35,835.2 km","35,965.2 km",14.5 &deg,"1,441.5 minutes",42271 km,12.5892 m,1996,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
PAKSAT 1 (ANATOLIA 1),Geostationary,23779,1996-006A,"35,971.2 km","35,995.8 km",6.3 &deg,"1,445.8 minutes",42354 km,35.9071 m,1996,Pakistan (PAKI),AIR FORCE EASTERN TEST RANGE (AFETR)
NSTAR B,Geostationary,23781,1996-007A,"36,042.9 km","36,114.2 km",9.8 &deg,"1,450.7 minutes",42449 km,13.6381 m,1996,Japan (JPN),FRENCH GUIANA (FRGUI)
INTELSAT 707,Intelsat,23816,1996-015A,"35,991.6 km","36,615.0 km",5.7 &deg,"1,462.2 minutes",42674 km,9.4719 m,1996,International Telecommunications Satellite Organization (ITSO),FRENCH GUIANA (FRGUI)
KANOPUS-V 1,Earth resources,38707,2012-039A,514.4 km,516.6 km,97.5 &deg,94.8 minutes,6886 km,1.9439 m,2012,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
BKA 2,Earth resources,38708,2012-039B,511.9 km,514.5 km,97.4 &deg,94.7 minutes,6884 km,1.9657 m,2012,Belarus (BELA),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SPOT 6,Earth resources,38755,2012-047A,703.9 km,706.0 km,98.2 &deg,98.7 minutes,7075 km,4.084 m,2012,France (FR),SRIHARIKOTA (SRI)
VRSS-1,Earth resources,38782,2012-052A,638.1 km,660.2 km,97.8 &deg,97.6 minutes,7020 km,2.6608 m,2012,Venezuela (VENZ),"Jiuquan Satellite Launch Center, China (JSC)"
GOKTURK 2,Earth resources,39030,2012-073A,659.4 km,659.5 km,98.0 &deg,97.8 minutes,7030 km,1.8164 m,2012,Turkey (TURK),"Jiuquan Satellite Launch Center, China (JSC)"
SARAL,Earth resources,39086,2013-009A,791.1 km,793.1 km,98.5 &deg,100.6 minutes,7163 km,2.167 m,2013,India (IND),SRIHARIKOTA (SRI)
LANDSAT 8,Earth resources,39084,2013-008A,708.8 km,710.6 km,98.2 &deg,98.8 minutes,7080 km,7.8572 m,2013,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
GAOFEN 1,Earth resources,39150,2013-018A,634.7 km,660.0 km,97.9 &deg,97.5 minutes,7018 km,4.1142 m,2013,People's Republic of China (PRC),"Jiuquan Satellite Launch Center, China (JSC)"
PROBA V,Earth resources,39159,2013-021A,818.9 km,825.9 km,98.5 &deg,101.2 minutes,7193 km,0.4928 m,2013,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
VNREDSAT 1,Earth resources,39160,2013-021B,689.8 km,691.9 km,98.1 &deg,98.4 minutes,7061 km,0.933 m,2013,Vietnam (VTNM),FRENCH GUIANA (FRGUI)
RESURS P1,Earth resources,39186,2013-030A,461.1 km,483.9 km,97.2 &deg,93.9 minutes,6843 km,Unknown,2013,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SKYSAT 1,Earth resources,39418,2013-066C,563.9 km,590.7 km,97.6 &deg,96.1 minutes,6948 km,Unknown,2013,United States (US),"Orenburg, Russia (OREN)"
DUBAISAT 2,Earth resources,39419,2013-066D,583.4 km,601.1 km,97.5 &deg,96.4 minutes,6963 km,4.7878 m,2013,United Arab Emirates (UAE),"Orenburg, Russia (OREN)"
STSAT 3,Earth resources,39422,2013-066G,590.5 km,620.7 km,97.5 &deg,96.7 minutes,6976 km,0.4885 m,2013,South Korea (SKOR),"Orenburg, Russia (OREN)"
SHIYAN-5 (SY-5),Earth resources,39455,2013-068A,744.2 km,761.2 km,98.1 &deg,99.7 minutes,7123 km,Unknown,2013,People's Republic of China (PRC),"Jiuquan Satellite Launch Center, China (JSC)"
COURIER 1B,Experimental,58,1960-013A,969.9 km,"1,216.0 km",28.3 &deg,107.0 minutes,7463 km,1.296 m,1960,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
DASH 1,Experimental,589,1963-014D,"3,485.9 km","3,811.4 km",87.3 &deg,166.4 minutes,10019 km,1.0728 m,1963,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
TITAN 3A (TRUSS),Experimental,1001,1965-008A,"2,771.0 km","2,801.6 km",32.2 &deg,145.3 minutes,9157 km,10.9612 m,1965,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
INMARSAT 3-F1,Satellite-Based Augmentation System,23839,1996-020A,"35,840.3 km","35,898.6 km",6.0 &deg,"1,440.0 minutes",42240 km,1.1784 m,1996,International Mobile Satellite Organization (INMARSAT) (IM),AIR FORCE EASTERN TEST RANGE (AFETR)
ASTRA 1F,Geostationary,23842,1996-021A,"35,774.2 km","35,813.7 km",0.1 &deg,"1,436.1 minutes",42164 km,3.3814 m,1996,SOCIETE EUROPEENNE DES SATELLITES (SES),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
MSAT M1,Geostationary,23846,1996-022A,"35,759.1 km","35,828.1 km",9.2 &deg,"1,436.1 minutes",42164 km,12.5892 m,1996,Canada (CA),FRENCH GUIANA (FRGUI)
PALAPA C2,Geostationary,23864,1996-030A,"36,117.0 km","36,187.9 km",7.6 &deg,"1,454.5 minutes",42523 km,22.0571 m,1996,Indonesia (INDO),FRENCH GUIANA (FRGUI)
INTELSAT 24 (AMOS 1),Geostationary,23865,1996-030B,"36,684.9 km","36,718.3 km",8.8 &deg,"1,482.7 minutes",43072 km,35.1188 m,1996,International Telecommunications Satellite Organization (ITSO),FRENCH GUIANA (FRGUI)
GALAXY 9,Geostationary,23877,1996-033A,"35,973.8 km","36,029.2 km",8.5 &deg,"1,446.7 minutes",42372 km,8.797 m,1996,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
GORIZONT 32,Gorizont,23880,1996-034A,"35,756.7 km","35,862.0 km",14.4 &deg,"1,436.9 minutes",42180 km,17.7827 m,1996,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
INTELSAT 709,Intelsat,23915,1996-035A,"36,057.3 km","36,147.3 km",6.0 &deg,"1,451.9 minutes",42473 km,25.1577 m,1996,International Telecommunications Satellite Organization (ITSO),FRENCH GUIANA (FRGUI)
APSTAR 1A,Geostationary,23943,1996-039A,"35,996.2 km","36,201.7 km",10.3 &deg,"1,451.7 minutes",42469 km,25.1188 m,1996,People's Republic of China (PRC),"Xichang Space Center, China (XSC)"
ARABSAT 2A,Geostationary,23948,1996-040A,"36,053.6 km","36,124.0 km",12.8 &deg,"1,451.2 minutes",42459 km,6.3246 m,1996,Arab Satellite Communications Organization (AB),FRENCH GUIANA (FRGUI)
TURKSAT 1C,Geostationary,23949,1996-040B,"35,744.8 km","35,782.6 km",8.7 &deg,"1,434.6 minutes",42134 km,2.5119 m,1996,Turkey (TURK),FRENCH GUIANA (FRGUI)
ITALSAT 2,Geostationary,24208,1996-044A,"35,545.5 km","35,760.1 km",12.6 &deg,"1,428.9 minutes",42023 km,5.0118 m,1996,Italy (IT),FRENCH GUIANA (FRGUI)
TELECOM 2D,Geostationary,24209,1996-044B,"36,222.9 km","36,402.2 km",10.2 &deg,"1,462.7 minutes",42683 km,6.3246 m,1996,France (FR),FRENCH GUIANA (FRGUI)
CHINASAT 7,Geostationary,24282,1996-048A,"21,980.0 km","46,206.6 km",20.9 &deg,"1,350.1 minutes",40464 km,1 m,1996,People's Republic of China (PRC),"Xichang Space Center, China (XSC)"
